"MS.Zoning","Overall.Qual","Year.Built","Year.Remod.Add","Exter.Qual","Exter.Cond","Garage.Qual","Garage.Cond","Sale.Type","Sale.Condition","SalePrice"
"RL",6,2005,2006,"TA","TA",NA,NA,"WD ","Normal",146000
"RL",5,2004,2004,"TA","TA","TA","TA","WD ","Normal",159000
"RL",6,2003,2004,"TA","TA","TA","TA","WD ","Normal",155000
"RL",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",173000
"RL",7,2007,2007,"Gd","TA","TA","TA","WD ","Normal",170000
"RL",6,1995,1995,"Gd","TA","TA","TA","WD ","Normal",182000
"RL",6,1993,1994,"Gd","TA","TA","TA","WD ","Normal",163000
"RL",6,1994,1998,"TA","TA","TA","TA","WD ","Normal",193500
"RL",7,1994,1995,"Gd","TA","TA","TA","WD ","Normal",189000
"RL",6,2001,2001,"Gd","TA","TA","TA","WD ","Normal",190500
"RL",7,1992,1992,"Gd","TA","TA","TA","WD ","Normal",175000
"RL",6,1991,1991,"TA","TA","TA","TA","WD ","Normal",179200
"RL",6,1993,1993,"Gd","TA","TA","TA","WD ","Normal",187000
"RL",6,1993,1994,"Gd","TA","TA","TA","WD ","Normal",193000
"RL",6,1993,1993,"Gd","TA","TA","TA","WD ","Normal",153900
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Normal",128000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",144000
"RL",5,1961,2007,"TA","Gd","TA","TA","WD ","Normal",135000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",115000
"RL",5,1963,1963,"TA","TA","TA","TA","COD","Abnorml",119916
"RL",6,1961,1996,"TA","Gd","TA","TA","WD ","Normal",142000
"RL",6,1974,1974,"TA","TA","TA","TA","WD ","Normal",192000
"RL",5,1972,1972,"TA","Gd","TA","TA","WD ","Normal",140000
"RL",6,1990,1991,"Gd","TA","TA","TA","WD ","Normal",290000
"RL",9,1993,1994,"Gd","TA","TA","TA","WD ","Normal",372500
"FV",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",196000
"FV",7,2006,2007,"Gd","TA","TA","TA","WD ","Normal",171900
"FV",7,2004,2005,"Gd","TA","TA","TA","WD ","Normal",178000
"FV",6,2005,2005,"Gd","TA","TA","TA","WD ","Normal",165000
"FV",7,2007,2007,"Gd","TA","TA","TA","WD ","Abnorml",146000
"FV",7,2007,2007,"Gd","TA","TA","TA","WD ","Abnorml",146000
"FV",7,1999,1999,"TA","TA","TA","TA","WD ","Normal",179400
"FV",6,1999,1999,"TA","TA","TA","TA","WD ","Normal",172900
"FV",9,2000,2000,"Gd","TA","TA","TA","WD ","Normal",300000
"FV",9,2001,2001,"Gd","TA","TA","TA","WD ","Normal",285000
"FV",9,2001,2001,"Gd","TA","TA","TA","WD ","Normal",290000
"FV",9,1999,2000,"Gd","TA","TA","TA","WD ","Normal",305000
"FV",9,1999,2000,"Gd","TA","TA","TA","CWD","Abnorml",328900
"FV",7,1999,2000,"Gd","TA","TA","TA","WD ","Normal",160000
"FV",7,1999,2000,"Gd","TA","TA","TA","WD ","Normal",170000
"FV",7,2001,2001,"TA","TA","TA","TA","WD ","Normal",223000
"FV",8,1999,1999,"Gd","TA","TA","TA","WD ","Normal",170000
"FV",8,1999,2000,"Gd","TA","TA","TA","ConLD","Normal",200000
"FV",10,1998,1999,"Ex","TA","TA","TA","WD ","Normal",345000
"RL",8,1996,1996,"Gd","TA","TA","TA","WD ","Normal",245500
"RL",8,1995,1995,"Gd","TA","TA","TA","WD ","Normal",217500
"RL",8,1993,1993,"Gd","TA","TA","TA","Con","Normal",324000
"RL",6,1984,1984,"TA","TA","TA","TA","WD ","Normal",162500
"RL",9,1977,1977,"Gd","Gd","TA","TA","WD ","Family",150000
"RL",8,1976,2007,"Ex","Ex","TA","TA","WD ","Normal",290000
"FV",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",205000
"RL",7,1970,1970,"TA","TA","TA","TA","WD ","Normal",174000
"RL",6,1969,1969,"TA","TA","TA","TA","WD ","Normal",183000
"RL",6,1968,1968,"TA","TA","TA","TA","WD ","Family",150000
"RL",6,1971,2004,"Gd","Gd","TA","TA","COD","Abnorml",145000
"RL",7,1967,1967,"TA","TA","TA","TA","WD ","Normal",215000
"RL",5,1965,1965,"TA","TA","TA","TA","ConLD","Normal",140500
"RL",6,1974,1997,"TA","TA","TA","TA","WD ","Normal",240000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",141000
"RL",5,1965,2008,"TA","TA","TA","TA","WD ","Normal",147000
"RL",5,1965,2005,"Gd","TA","TA","TA","WD ","Normal",135000
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",145000
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",142600
"RL",5,1973,1973,"TA","TA","TA","TA","WD ","Normal",135000
"RL",7,1971,1971,"TA","TA","TA","TA","WD ","Normal",170000
"RL",8,1976,1996,"Ex","Gd","TA","TA","WD ","Normal",299800
"RL",6,1974,1974,"Gd","TA","Gd","TA","WD ","Normal",185000
"RL",6,1966,2000,"TA","TA","TA","TA","WD ","Normal",173000
"RL",7,1961,2007,"Ex","TA","TA","TA","WD ","Normal",178400
"RL",7,1968,1968,"TA","TA","TA","TA","WD ","Normal",176000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",98000
"RL",4,1957,1957,"TA","TA","TA","TA","WD ","Normal",109008
"RL",4,1956,1956,"TA","TA","TA","TA","WD ","Normal",135750
"RL",5,1963,1963,"TA","Gd","TA","TA","WD ","Normal",155000
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",180500
"RL",6,1966,1966,"TA","TA","Gd","Gd","WD ","Normal",174900
"RL",6,1965,1965,"TA","TA","TA","TA","WD ","Normal",140000
"RL",6,1964,1964,"TA","TA","TA","Gd","WD ","Normal",145000
"RL",5,1965,1999,"TA","Gd","TA","TA","WD ","Normal",179900
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",168500
"RL",5,1961,1961,"TA","Gd","TA","TA","COD","Abnorml",140000
"RL",5,1959,2006,"Gd","TA","TA","TA","WD ","Normal",145500
"RL",6,1959,1959,"Gd","TA","TA","TA","WD ","Normal",142000
"RL",4,1960,1960,"TA","TA","TA","TA","WD ","Normal",141000
"RL",5,1960,2000,"TA","TA","TA","TA","WD ","Normal",153000
"RL",3,1949,1950,"TA","TA","TA","Fa","WD ","Normal",72500
"RL",3,1935,2003,"Gd","TA",NA,NA,"WD ","Normal",52000
"RL",5,1939,1950,"TA","TA","Gd","TA","WD ","Normal",118000
"RL",4,1937,1950,"TA","TA","Fa","TA","WD ","Normal",87000
"RL",5,1960,1960,"Fa","Fa","TA","TA","WD ","Normal",141500
"RL",6,1950,1950,"TA","TA","TA","TA","WD ","Abnorml",119000
"RL",5,1950,2006,"TA","Gd","TA","TA","WD ","Normal",141500
"RL",6,1955,1996,"TA","TA","TA","TA","WD ","Normal",165500
"RL",5,1953,1953,"TA","TA","TA","TA","WD ","Normal",112900
"RL",7,1965,1988,"TA","TA","TA","TA","WD ","Normal",201800
"RL",6,1961,1961,"TA","TA","TA","TA","COD","Normal",163000
"RL",5,1961,1961,"TA","TA","TA","TA","WD ","Normal",139950
"RL",6,1962,2005,"Gd","Gd","TA","TA","COD","Abnorml",174000
"RL",6,1962,1962,"TA","TA","TA","TA","WD ","Normal",165000
"RL",6,1966,1999,"Gd","Gd","TA","TA","WD ","Normal",227000
"RL",5,1955,1955,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1963,1963,"TA","TA","TA","TA","COD","Normal",124000
"RL",5,1962,1980,"TA","Gd","TA","TA","WD ","Normal",140000
"RL",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",136500
"RL",5,1959,1998,"TA","TA","TA","TA","WD ","Normal",185000
"RL",6,1958,1958,"TA","TA","TA","TA","WD ","Normal",163000
"RL",6,1958,1958,"TA","TA","TA","TA","WD ","Normal",166800
"RL",6,1956,1956,"TA","TA","TA","TA","WD ","Normal",139000
"RL",6,1957,1957,"TA","TA","TA","TA","WD ","Normal",166000
"RL",6,1958,1958,"TA","Gd","TA","TA","WD ","Normal",136000
"RL",5,1956,1958,"TA","TA","TA","TA","WD ","Normal",133000
"RL",5,1952,1952,"TA","TA","TA","TA","WD ","Normal",116000
"RL",5,1953,1953,"TA","TA","TA","TA","WD ","Normal",137500
"RL",5,1953,1953,"TA","TA","TA","TA","WD ","Normal",130000
"RL",6,1957,1957,"TA","TA","TA","TA","WD ","Normal",180000
"RL",5,1951,1951,"TA","TA","TA","TA","COD","Abnorml",139000
"RL",5,1953,1953,"TA","TA","TA","TA","WD ","Abnorml",110000
"RL",5,1957,1982,"TA","TA","TA","TA","WD ","Normal",100000
"RL",5,1947,1950,"TA","TA","TA","TA","COD","Abnorml",118500
"RL",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",146000
"RL",4,1948,1950,"TA","TA","Fa","TA","WD ","Normal",89900
"RL",5,1925,1950,"TA","Gd","Fa","TA","WD ","Normal",114000
"RL",5,1945,1950,"TA","TA","TA","TA","WD ","Normal",140000
"RL",4,1940,2005,"Gd","TA","TA","TA","WD ","Normal",86900
"RL",5,1922,1950,"TA","TA","Fa","TA","WD ","Normal",139000
"RL",4,1900,2000,"TA","TA",NA,NA,"WD ","Normal",106250
"RL",6,1962,1962,"TA","TA","TA","TA","WD ","Normal",171000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",139000
"RL",7,1958,2001,"TA","TA","TA","TA","WD ","Normal",186000
"RL",6,1960,1960,"TA","TA","TA","TA","WD ","Normal",157000
"RL",6,1960,1993,"TA","TA","TA","TA","WD ","Normal",148000
"RL",7,1960,2007,"TA","TA","TA","TA","WD ","Normal",242000
"RL",5,1953,1996,"Gd","TA","TA","TA","WD ","Normal",116000
"RL",5,1951,1951,"TA","TA","TA","TA","WD ","Abnorml",94000
"RL",5,1950,1950,"TA","TA","TA","TA","WD ","Normal",98300
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Normal",127000
"RL",5,1959,1959,"TA","TA","TA","TA","WD ","Normal",159000
"RL",5,1962,1962,"TA","TA","TA","TA","WD ","Normal",125900
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Normal",155000
"RL",6,1948,1950,"TA","TA","TA","TA","WD ","Normal",138000
"RL",6,1954,1954,"TA","TA","TA","TA","WD ","Normal",112500
"RL",6,1954,1954,"TA","TA","TA","TA","WD ","Normal",105500
"RL",6,1954,1954,"TA","TA","TA","TA","WD ","Normal",127500
"RL",5,1961,1961,"TA","TA",NA,NA,"WD ","Abnorml",130000
"RL",5,1955,1967,"TA","Gd","TA","TA","WD ","Normal",150000
"RL",5,1954,1954,"TA","TA","TA","TA","WD ","Normal",109500
"RL",6,1963,1963,"TA","TA","TA","TA","WD ","Normal",140000
"RL",6,1964,1964,"TA","TA","TA","TA","WD ","Normal",167900
"RL",5,1963,1963,"TA","TA","TA","TA","COD","Normal",136870
"RM",6,2008,2008,"TA","TA","TA","TA","WD ","Abnorml",143000
"RM",5,1925,2004,"TA","TA","TA","TA","WD ","Normal",73000
"RM",5,1904,2002,"TA","TA","Gd","TA","WD ","Normal",157500
"RM",5,1948,2005,"TA","TA","TA","TA","WD ","Normal",122600
"RM",5,1910,2003,"TA","TA","Fa","TA","WD ","Normal",111000
"RM",6,1920,1950,"Gd","Gd","Fa","TA","WD ","Normal",256000
"RM",5,1940,1950,"TA","TA","TA","TA","WD ","Normal",64000
"RM",6,1915,2005,"Gd","TA","Fa","Fa","WD ","Normal",139500
"RM",4,1910,1996,"TA","TA",NA,NA,"WD ","Normal",118000
"RM",7,2003,2003,"TA","TA","TA","TA","WD ","Normal",200000
"RM",4,1940,1985,"TA","Gd","TA","TA","WD ","Normal",119164
"RM",5,1920,1950,"Fa","Fa","Fa","Fa","WD ","Normal",122250
"RM",7,1920,2006,"Gd","TA",NA,NA,"WD ","Normal",120000
"RM",6,1940,1950,"TA","TA","TA","TA","Con","Normal",155000
"RM",5,1910,1950,"TA","TA","Fa","TA","WD ","Normal",78000
"RM",5,1890,1996,"TA","TA",NA,NA,"WD ","Normal",95000
"RM",5,1948,1950,"TA","TA","TA","TA","WD ","Partial",115000
"RM",5,1948,2005,"TA","TA","TA","TA","WD ","Normal",147000
"RM",5,1946,1950,"TA","TA","TA","Gd","WD ","Normal",140000
"RM",2,1946,1950,"TA","Gd","Fa","TA","WD ","Abnorml",46500
"RM",5,1957,1957,"TA","TA","TA","TA","WD ","Normal",112500
"RM",4,1954,2000,"TA","TA","Fa","TA","WD ","Normal",107900
"RM",3,1949,1992,"TA","TA",NA,NA,"WD ","Abnorml",65000
"RM",7,1880,2002,"TA","TA","TA","TA","WD ","Normal",295000
"RM",5,1900,2006,"TA","Fa","Fa","Po","WD ","Normal",139500
"RM",5,1915,1950,"TA","TA","TA","TA","WD ","Normal",153900
"RM",7,1920,1965,"TA","TA","TA","TA","WD ","Normal",132000
"RM",5,1916,1950,"TA","TA","Fa","Fa","COD","Abnorml",98000
"RM",5,1900,2003,"TA","TA","TA","TA","WD ","Normal",114000
"RM",5,1920,1960,"TA","TA","TA","TA","WD ","Normal",130000
"RM",6,1917,1950,"TA","TA","Fa","Fa","WD ","Normal",129500
"RM",5,1905,2005,"Gd","TA",NA,NA,"WD ","Normal",129400
"RM",7,1928,2005,"TA","Ex","TA","TA","WD ","Normal",161000
"RM",6,1905,2000,"TA","TA","Gd","TA","WD ","Normal",163000
"RM",6,1914,2001,"TA","TA",NA,NA,"WD ","Normal",128000
"RM",8,1872,1987,"TA","Gd",NA,NA,"WD ","Normal",122000
"RM",7,1926,1950,"TA","TA","TA","TA","WD ","Normal",116900
"RM",10,1893,2000,"Ex","Ex","Gd","TA","WD ","Normal",325000
"RM",2,1920,1950,"Fa","Fa","Fa","Po","ConLD","Normal",55000
"RM",7,1890,1999,"TA","TA","TA","Fa","WD ","Normal",184000
"RM",5,1959,1959,"TA","TA","TA","TA","WD ","Normal",110000
"RM",5,1954,1954,"TA","TA","Fa","TA","WD ","Normal",131500
"RM",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",97000
"RM",4,1958,2006,"TA","TA","TA","TA","WD ","Normal",115500
"RL",5,1928,1983,"Gd","Gd","TA","TA","WD ","Normal",138000
"RM",7,1945,1950,"TA","TA","TA","TA","WD ","Abnorml",108000
"RM",5,1930,1960,"TA","TA","TA","TA","WD ","Normal",79500
"RL",5,1935,1950,"TA","TA","TA","TA","WD ","Normal",153000
"RM",5,1924,1950,"TA","TA",NA,NA,"WD ","Normal",109500
"RM",5,1941,2006,"TA","Gd","TA","TA","WD ","Normal",124000
"RM",6,1900,2000,"TA","Gd","Fa","TA","WD ","Normal",106900
"RM",6,1940,1989,"TA","TA","TA","TA","WD ","Normal",164900
"RM",5,1924,2003,"TA","Fa","TA","TA","WD ","Normal",119000
"RM",6,1929,1950,"TA","TA","TA","TA","WD ","Normal",120000
"RM",6,1937,2000,"TA","Gd","TA","TA","WD ","Normal",157000
"RM",6,1939,1950,"TA","TA","TA","TA","WD ","Normal",105000
"RM",6,1926,1950,"TA","TA","Fa","TA","WD ","Normal",113000
"RM",5,1920,1997,"TA","Gd","Fa","TA","WD ","Normal",115000
"RM",4,1946,1950,"TA","TA","TA","TA","ConLD","Abnorml",79000
"RM",4,1929,1950,"TA","TA","TA","TA","WD ","Normal",123000
"RM",5,1945,1995,"TA","Gd","TA","TA","WD ","Normal",81300
"RM",5,1930,1992,"TA","TA","TA","TA","WD ","Normal",162900
"RM",7,1939,1950,"TA","TA","TA","TA","WD ","Normal",150000
"RM",5,1923,1950,"TA","TA","TA","TA","WD ","Normal",123500
"RM",7,1931,1950,"TA","TA","Fa","TA","WD ","Abnorml",129900
"RM",6,1920,1999,"TA","TA","TA","Fa","WD ","Normal",128000
"RM",4,1927,1950,"TA","TA","Fa","TA","WD ","Normal",68500
"RM",5,1948,2001,"TA","TA","TA","TA","WD ","Normal",127000
"RL",6,1923,2000,"TA","TA","TA","TA","WD ","Normal",207000
"RL",7,1925,1950,"TA","Gd","TA","TA","WD ","Normal",184000
"RL",6,1915,2004,"TA","Gd","TA","TA","WD ","Normal",162500
"RL",5,1940,1982,"TA","TA","TA","TA","WD ","Normal",145000
"RL",6,1918,2000,"TA","Gd","TA","TA","WD ","Normal",130000
"RM",6,1910,1983,"TA","TA",NA,NA,"WD ","Normal",160000
"RM",8,1925,1996,"TA","Gd","TA","TA","WD ","Normal",161000
"RM",6,1910,1950,"Gd","TA","Fa","Fa","WD ","Normal",127500
"RM",6,1930,1950,"Gd","Gd","TA","TA","WD ","Normal",93850
"RM",6,1952,1952,"TA","TA","TA","TA","COD","Abnorml",136000
"RM",6,1938,1958,"TA","TA","TA","TA","COD","Normal",141000
"RM",5,1915,1978,"TA","Fa","Fa","Fa","WD ","Normal",120000
"RM",6,1925,1992,"TA","TA","TA","TA","WD ","Normal",127500
"RM",6,1925,1950,"TA","TA","TA","TA","WD ","Family",127000
"RM",6,1920,1950,"TA","Fa",NA,NA,"WD ","Normal",89500
"RM",5,1955,1995,"TA","Gd","TA","TA","WD ","Normal",125000
"RM",6,1920,1998,"TA","TA",NA,NA,"ConLD","Abnorml",79900
"RM",5,1912,1991,"TA","TA","TA","TA","ConLD","Family",85000
"RM",3,1915,1950,"Fa","Fa",NA,NA,"WD ","Normal",82375
"RM",6,1906,1995,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1947,1993,"Gd","TA","TA","TA","WD ","Abnorml",124000
"RL",5,1968,1968,"TA","TA","TA","TA","WD ","Normal",134000
"RL",5,1948,1950,"TA","TA","TA","TA","WD ","Normal",135000
"RL",4,1959,1959,"TA","TA","TA","TA","WD ","Normal",134432
"RL",5,1940,1999,"TA","Gd",NA,NA,"WD ","Normal",127500
"RL",5,1963,1963,"TA","TA","TA","TA","WD ","Abnorml",148000
"RL",5,1965,1965,"TA","TA","TA","TA","WD ","Normal",129500
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",157500
"RL",5,1966,1966,"TA","TA","TA","TA","WD ","Abnorml",109900
"RL",5,1967,2005,"TA","Fa","TA","TA","WD ","Normal",145000
"RL",5,1967,2003,"TA","TA","TA","TA","WD ","Normal",130000
"RL",6,1978,1978,"TA","TA","TA","TA","WD ","Normal",153000
"RL",5,1967,1967,"TA","TA","TA","TA","WD ","Normal",120000
"RL",5,1984,1984,"TA","TA","TA","TA","WD ","Normal",152000
"RL",4,1969,1969,"TA","TA","Fa","TA","WD ","Alloca",108959
"RL",5,1920,1950,"TA","TA","TA","TA","WD ","Alloca",95541
"RL",5,1959,1959,"TA","TA",NA,NA,"WD ","Normal",80000
"RL",5,1966,2006,"TA","TA","TA","TA","WD ","Normal",149350
"RL",5,1963,2003,"TA","Gd","TA","TA","WD ","Normal",144900
"RL",6,1956,1956,"TA","TA","TA","TA","WD ","Normal",185000
"RL",5,1954,1954,"TA","TA","TA","TA","WD ","Normal",165000
"RL",6,1960,1975,"TA","TA","TA","TA","WD ","Normal",235000
"RL",5,1958,1987,"TA","Gd","TA","TA","WD ","Normal",140000
"RL",5,1940,1997,"TA","TA","TA","TA","WD ","Normal",108000
"RL",5,1960,1960,"TA","TA","TA","TA","WD ","Abnorml",145000
"RL",5,1941,1973,"TA","TA","TA","TA","WD ","Normal",152400
"RL",5,1970,1970,"TA","Gd","TA","TA","WD ","Normal",144000
"RL",6,1996,1997,"TA","TA","TA","TA","WD ","Normal",173000
"RL",7,1977,1977,"TA","TA","TA","TA","WD ","Normal",192000
"RL",7,1979,1979,"TA","TA","TA","TA","WD ","Normal",245000
"RL",7,1954,2005,"TA","TA","TA","TA","WD ","Normal",241500
"RL",4,1954,1994,"TA","TA","TA","TA","WD ","Normal",256000
"RL",6,1959,2006,"TA","TA","TA","TA","WD ","Normal",177000
"RL",7,1948,1950,"TA","TA","TA","TA","WD ","Normal",125600
"RL",6,1953,1953,"TA","TA","TA","TA","WD ","Normal",155000
"RL",6,1908,1997,"TA","TA","Fa","TA","WD ","Normal",240000
"RL",5,1940,2007,"TA","TA",NA,NA,"WD ","Normal",260000
"RL",6,1918,1950,"TA","TA","TA","TA","WD ","Normal",185000
"RL",6,1935,1986,"TA","TA","TA","TA","WD ","Normal",235000
"RL",5,1956,1956,"TA","TA","TA","TA","WD ","Normal",159900
"RL",5,1975,1975,"TA","TA",NA,NA,"WD ","Normal",99600
"RL",6,1962,2001,"Gd","TA","TA","TA","WD ","Normal",134500
"RL",5,1900,1950,"TA","TA","TA","TA","WD ","Normal",119000
"RL",5,1910,1991,"TA","TA",NA,NA,"WD ","Normal",107500
"RL",5,1950,1950,"TA","TA","TA","TA","ConLD","Normal",125000
"RL",6,1924,1950,"TA","TA",NA,NA,"WD ","Normal",79000
"RL",5,1941,1950,"TA","TA","TA","Fa","ConLw","Normal",95000
"RL",7,1990,1990,"TA","TA","TA","TA","WD ","Normal",262280
"RL",6,1995,2002,"Gd","TA","TA","TA","WD ","Normal",260000
"RL",7,1994,1994,"Gd","TA","TA","TA","WD ","Normal",226500
"RL",7,1993,1994,"Gd","TA","TA","TA","WD ","Normal",225000
"RL",7,1996,1996,"Gd","TA","TA","TA","WD ","Normal",229000
"RL",7,2007,2007,"Gd","TA","TA","TA","New","Partial",177439
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",248500
"RL",9,2008,2008,"Gd","TA","Gd","TA","WD ","Abnorml",475000
"RL",9,2008,2008,"Ex","TA","TA","TA","New","Partial",395039
"RL",7,1993,1993,"Gd","TA","TA","TA","WD ","Normal",228000
"RL",8,1995,1995,"Gd","TA","TA","TA","WD ","Normal",225000
"RL",6,1966,1966,"TA","TA","TA","TA","WD ","Normal",195000
"RL",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",200000
"RL",5,1994,1994,"TA","TA","TA","TA","WD ","Normal",155000
"RL",5,1995,2006,"TA","TA","TA","TA","WD ","Normal",144000
"RL",5,1994,1995,"TA","TA","TA","TA","WD ","Normal",145000
"RL",7,1997,1998,"TA","TA","TA","TA","WD ","Normal",226001
"RL",6,1997,1997,"TA","TA","TA","TA","WD ","Normal",215700
"RL",7,2000,2000,"Gd","TA","TA","TA","WD ","Normal",207500
"RL",7,1999,1999,"Gd","TA","TA","TA","WD ","Abnorml",193000
"RL",7,1998,1999,"TA","TA","TA","TA","WD ","Normal",188000
"RL",7,1999,2000,"Gd","TA","TA","TA","WD ","Normal",191000
"RL",7,2002,2002,"Gd","TA","TA","TA","WD ","Normal",221000
"RL",7,2001,2001,"Gd","TA","TA","TA","WD ","Normal",231500
"RL",7,2000,2001,"Gd","TA","TA","TA","WD ","Normal",235000
"RL",7,2001,2002,"Gd","TA","TA","TA","WD ","Normal",223500
"RL",5,1975,1980,"TA","TA","TA","TA","WD ","Normal",130250
"RL",5,1977,1977,"Gd","TA","TA","TA","WD ","Normal",149900
"RL",5,1978,1978,"TA","TA","TA","TA","WD ","Normal",158000
"RL",6,1978,1978,"TA","TA","TA","Fa","WD ","Normal",147000
"RL",5,1975,1975,"TA","TA","TA","TA","WD ","Abnorml",143195
"RL",5,1975,2001,"TA","TA","TA","TA","WD ","Normal",163000
"RL",5,1975,1975,"TA","TA","TA","TA","WD ","Normal",110000
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",127000
"RL",5,1972,1972,"TA","TA","TA","TA","WD ","Normal",124900
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",230000
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",237000
"RL",7,2000,2000,"Gd","TA","TA","TA","WD ","Normal",235000
"RL",7,2001,2001,"Gd","TA","TA","TA","WD ","Normal",230500
"RL",8,1999,2000,"Gd","TA","TA","TA","WD ","Normal",230000
"RL",7,1998,1999,"Gd","TA","TA","TA","WD ","Normal",222500
"RL",8,2001,2002,"Gd","TA","TA","TA","WD ","Normal",287000
"RL",9,2001,2002,"Gd","TA","TA","TA","WD ","Normal",274000
"RL",8,2002,2003,"Gd","TA","TA","TA","WD ","Normal",300000
"RL",8,2002,2002,"Gd","TA","TA","TA","WD ","Normal",255900
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",224900
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",240000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",183000
"RL",8,1999,2000,"Gd","TA","TA","TA","WD ","Normal",207000
"RL",7,1994,1995,"Gd","Gd","TA","TA","WD ","Normal",210000
"RM",6,2003,2003,"Gd","TA","TA","TA","WD ","Normal",136500
"RM",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",145000
"RL",6,1997,1998,"TA","TA","TA","TA","WD ","Normal",208900
"RM",6,1997,1998,"TA","Gd","TA","TA","WD ","Abnorml",185000
"RL",7,2002,2003,"Gd","TA","TA","TA","WD ","Normal",214000
"RL",7,2003,2003,"Gd","TA","TA","TA","WD ","Normal",208500
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",186500
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",210000
"RL",7,2004,2004,"Gd","TA","TA","TA","WD ","Normal",185900
"RL",8,2007,2007,"Gd","TA","TA","TA","WD ","Normal",179900
"RL",7,2007,2007,"Gd","TA","TA","TA","WD ","Normal",218836
"RL",7,2007,2007,"Gd","TA","TA","TA","WD ","Normal",193000
"RL",7,2005,2005,"Gd","TA","TA","TA","WD ","Normal",189000
"RM",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",149300
"RM",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",141000
"RM",6,2004,2004,"Gd","TA","TA","TA","WD ","Normal",149000
"RM",6,2004,2004,"Gd","TA","TA","TA","ConLD","Normal",144500
"RL",5,1910,1950,"TA","TA",NA,NA,"WD ","Normal",85000
"RL",5,1900,2003,"TA","TA",NA,NA,"WD ","Normal",145900
"RL",5,1966,1966,"TA","TA","TA","TA","COD","Abnorml",123000
"RL",5,1965,1965,"Gd","TA","TA","TA","WD ","Normal",147500
"RL",5,1976,1976,"TA","TA","Fa","TA","WD ","Family",165000
"RL",6,1976,1976,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1940,1969,"TA","TA",NA,NA,"WD ","Normal",108000
"RL",4,1972,1972,"TA","TA","TA","TA","WD ","Normal",137500
"RL",7,2003,2004,"Gd","TA","TA","TA","WD ","Normal",165400
"RL",6,1977,1977,"TA","TA","TA","TA","WD ","Normal",147000
"RL",6,1976,2001,"TA","TA","TA","TA","WD ","Normal",160500
"RL",4,2005,2005,"TA","TA","TA","TA","WD ","Normal",176000
"RL",5,1959,1996,"TA","TA","TA","TA","WD ","Normal",284700
"RL",10,2008,2008,"Ex","TA","TA","TA","New","Partial",160000
"RM",6,2005,2005,"TA","TA","TA","TA","WD ","Normal",148000
"RL",4,1955,1955,"TA","TA",NA,NA,"WD ","AdjLand",82000
"RL",4,1955,1955,"TA","Fa",NA,NA,"WD ","AdjLand",82000
"RL",4,1955,1955,"TA","TA",NA,NA,"WD ","Normal",118000
"RL",4,1955,1955,"TA","TA",NA,NA,"WD ","Normal",82500
"RL",4,1955,1955,"TA","TA",NA,NA,"WD ","Normal",91900
"RL",5,1938,2007,"TA","TA",NA,NA,"WD ","Family",120000
"RL",5,1947,1993,"TA","Gd",NA,NA,"WD ","Normal",96000
"RL",4,1953,1953,"TA","TA","TA","TA","WD ","Normal",99000
"RL",5,1946,1995,"TA","TA","TA","TA","WD ","Normal",130500
"RL",4,1954,1972,"TA","TA","TA","TA","WD ","Normal",135000
"RL",5,1955,1955,"TA","Gd","TA","TA","WD ","Normal",135500
"RL",4,1954,1954,"TA","TA","TA","TA","WD ","Abnorml",100000
